,sentiment,city,country,region
474,negative,Salt,Saudi Arabia,Gulf
475,positive,Riyadh,Saudi Arabia,Gulf
476,positive,Jeddha,Saudi Arabia,Gulf
477,negative,Riyadh,Saudi Arabia,Gulf
478,negative,Riyadh,Saudi Arabia,Gulf
479,positive,Salt,Jordan,Levant
480,negative,Riyadh,Saudi Arabia,Gulf
481,neutral,Salt,Jordan,Levant
482,neutral,Riyadh,Saudi Arabia,Gulf
483,neutral,Riyadh,Saudi Arabia,Gulf
484,neutral,Salt,Jordan,Levant
485,neutral,Riyadh,Saudi Arabia,Gulf
486,negative,Jeddha,Saudi Arabia,Gulf
487,neutral,Jeddha,Saudi Arabia,Gulf
488,neutral,Salt,Jordan,Levant
489,neutral,Jeddha,Saudi Arabia,Gulf
490,positive,Khartoum,Sudan,Nile Basin
491,negative,Salt,Jordan,Levant
492,negative,Salt,Jordan,Levant
493,negative,Riyadh,Saudi Arabia,Gulf
494,negative,Salt,Saudi Arabia,Gulf
495,neutral,Riyadh,Saudi Arabia,Gulf
496,negative,Riyadh,Saudi Arabia,Gulf
497,neutral,Riyadh,Saudi Arabia,Gulf
498,negative,Jeddha,Saudi Arabia,Gulf
499,neutral,Riyadh,Saudi Arabia,Gulf
500,negative,Riyadh,Saudi Arabia,Gulf
501,neutral,Khartoum,Sudan,Nile Basin
502,neutral,Jeddha,Saudi Arabia,Levant
503,neutral,Jeddha,Saudi Arabia,Gulf
504,neutral,Salt,Jordan,Levant
505,negative,Rabat,Morocco,Maghreb
506,neutral,Riyadh,Saudi Arabia,Gulf
507,negative,Riyadh,Saudi Arabia,Gulf
508,negative,Rabat,Morocco,Maghreb
509,negative,Salt,Jordan,Levant
510,neutral,Riyadh,Saudi Arabia,Gulf
511,negative,Riyadh,Saudi Arabia,Gulf
512,neutral,Riyadh,Saudi Arabia,Gulf
513,neutral,Jeddha,Saudi Arabia,Gulf
514,neutral,Riyadh,Saudi Arabia,Gulf
515,negative,Riyadh,Saudi Arabia,Gulf
516,neutral,Aleppo,Syria,Levant
517,negative,Salt,Jordan,Levant
518,neutral,Riyadh,Saudi Arabia,Gulf
519,neutral,Riyadh,Saudi Arabia,Gulf
520,negative,Riyadh,Saudi Arabia,Gulf
521,neutral,Aleppo,Syria,Levant
522,neutral,Riyadh,Saudi Arabia,Gulf
