,sentiment,city,country,region
451,neutral,Riyadh,Saudi Arabia,Gulf
452,neutral,Jeddha,Saudi Arabia,Gulf
453,neutral,Riyadh,Saudi Arabia,Gulf
454,neutral,Riyadh,Saudi Arabia,Gulf
455,negative,Salt,Jordan,Levant
456,neutral,Amman,Syria,Levant
457,neutral,Riyadh,Saudi Arabia,Gulf
458,neutral,Riyadh,Saudi Arabia,Gulf
459,neutral,Riyadh,Saudi Arabia,Gulf
460,negative,Jeddha,Saudi Arabia,Gulf
461,negative,Riyadh,Saudi Arabia,Gulf
462,negative,Riyadh,Saudi Arabia,Gulf
463,neutral,Riyadh,Saudi Arabia,Gulf
464,neutral,Jeddha,Saudi Arabia,Gulf
465,neutral,Riyadh,Saudi Arabia,Gulf
466,neutral,Riyadh,Saudi Arabia,Gulf
467,neutral,Riyadh,Saudi Arabia,Gulf
468,negative,Riyadh,Saudi Arabia,Gulf
469,positive,Salt,Saudi Arabia,Gulf
470,neutral,Riyadh,Saudi Arabia,Gulf
471,neutral,Riyadh,Saudi Arabia,Gulf
472,negative,Rabat,Morocco,Maghreb
473,neutral,Riyadh,Saudi Arabia,Gulf
